"order_id";"order_date";"ship_mode";"segment";"country";"city";"state";"postal_code";"region";"sub_category";"product_id";"cost_price";"list_price";"quantity";"discount_percent";"category_Office Supplies";"category_Technology";"sales";"order_month";"order_day";"order_weekday";"order_hour";"log_sales";"profit"
5177;"2022-07-02 00:00:00";"First Class";"Consumer";"United States";"San Francisco";"California";94109;"West";"Binders";"OFF-BI-10002082";50;50;2;5;1;0;100;7;2;5;0;4.61512051684126;0
5178;"2022-03-14 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10024;"East";"Binders";"OFF-BI-10004967";0;0;3;2;1;0;0;3;14;0;0;0.0;0
5179;"2023-05-09 00:00:00";"Standard Class";"Corporate";"United States";"Los Angeles";"California";90036;"West";"Furnishings";"FUR-FU-10004973";40;40;2;3;0;0;80;5;9;1;0;4.394449154672439;0
5180;"2022-10-02 00:00:00";"Standard Class";"Corporate";"United States";"Los Angeles";"California";90036;"West";"Phones";"TEC-PH-10003645";210;260;2;4;0;1;520;10;2;6;0;6.255750041753367;50
5181;"2023-11-23 00:00:00";"Standard Class";"Corporate";"United States";"Los Angeles";"California";90036;"West";"Appliances";"OFF-AP-10004980";70;80;2;2;1;0;160;11;23;3;0;5.081404364984463;10
5182;"2023-07-03 00:00:00";"First Class";"Corporate";"United States";"Woonsocket";"Rhode Island";2895;"East";"Paper";"OFF-PA-10003797";40;50;7;5;1;0;350;7;3;0;0;5.860786223465865;10
5183;"2023-11-02 00:00:00";"First Class";"Corporate";"United States";"Woonsocket";"Rhode Island";2895;"East";"Binders";"OFF-BI-10003707";50;50;3;2;1;0;150;11;2;3;0;5.017279836814924;0
5184;"2023-08-17 00:00:00";"First Class";"Consumer";"United States";"Columbus";"Georgia";31907;"South";"Storage";"OFF-ST-10000885";30;40;3;5;1;0;120;8;17;3;0;4.795790545596741;10
5185;"2022-08-09 00:00:00";"First Class";"Consumer";"United States";"Columbus";"Georgia";31907;"South";"Binders";"OFF-BI-10002827";40;40;7;5;1;0;280;8;9;1;0;5.638354669333745;0
5186;"2023-01-22 00:00:00";"Standard Class";"Consumer";"United States";"Jacksonville";"Florida";32216;"South";"Storage";"OFF-ST-10004459";1690;1800;6;2;1;0;10800;1;22;6;0;9.287394001418473;110
5187;"2023-08-02 00:00:00";"Standard Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19140;"East";"Phones";"TEC-PH-10002789";640;750;8;5;0;1;6000;8;2;2;0;8.699681400989514;110
5188;"2023-11-28 00:00:00";"Standard Class";"Consumer";"United States";"Columbus";"Indiana";47201;"Central";"Accessories";"TEC-AC-10001314";170;200;4;5;0;1;800;11;28;1;0;6.68586094706836;30
5189;"2023-03-09 00:00:00";"Standard Class";"Consumer";"United States";"Columbus";"Indiana";47201;"Central";"Chairs";"FUR-CH-10000015";1280;1520;7;2;0;0;10640;3;9;3;0;9.272469743441732;240
5190;"2023-12-16 00:00:00";"Standard Class";"Consumer";"United States";"Pasadena";"Texas";77506;"Central";"Accessories";"TEC-AC-10004855";140;170;6;2;0;1;1020;12;16;5;0;6.928537818164665;30
5191;"2022-01-18 00:00:00";"Standard Class";"Consumer";"United States";"Pasadena";"Texas";77506;"Central";"Art";"OFF-AR-10003582";50;50;2;3;1;0;100;1;18;1;0;4.61512051684126;0
5192;"2023-06-16 00:00:00";"Standard Class";"Consumer";"United States";"San Francisco";"California";94122;"West";"Envelopes";"OFF-EN-10003448";20;20;2;4;1;0;40;6;16;4;0;3.713572066704308;0
5193;"2022-11-22 00:00:00";"Second Class";"Corporate";"United States";"Columbia";"South Carolina";29203;"South";"Furnishings";"FUR-FU-10003773";380;400;5;5;0;0;2000;11;22;1;0;7.601402334583733;20
5194;"2023-10-31 00:00:00";"Second Class";"Corporate";"United States";"Columbia";"South Carolina";29203;"South";"Paper";"OFF-PA-10001363";80;90;7;2;1;0;630;10;31;1;0;6.447305862541213;10
5195;"2022-04-29 00:00:00";"Second Class";"Corporate";"United States";"Columbia";"South Carolina";29203;"South";"Art";"OFF-AR-10004757";10;10;4;2;1;0;40;4;29;4;0;3.713572066704308;0
5196;"2023-11-21 00:00:00";"Second Class";"Corporate";"United States";"Columbia";"South Carolina";29203;"South";"Binders";"OFF-BI-10000309";50;50;3;4;1;0;150;11;21;1;0;5.017279836814924;0
5197;"2023-08-05 00:00:00";"Standard Class";"Consumer";"United States";"Kent";"Washington";98031;"West";"Envelopes";"OFF-EN-10001434";150;160;3;5;1;0;480;8;5;5;0;6.175867270105761;10
5198;"2023-12-13 00:00:00";"Standard Class";"Consumer";"United States";"Kent";"Washington";98031;"West";"Phones";"TEC-PH-10003988";30;40;5;5;0;1;200;12;13;2;0;5.303304908059076;10
5199;"2023-10-09 00:00:00";"Standard Class";"Consumer";"United States";"Round Rock";"Texas";78664;"Central";"Supplies";"OFF-SU-10000151";3420;3930;3;5;1;0;11790;10;9;0;0;9.375091807576673;510
5200;"2023-07-08 00:00:00";"Standard Class";"Consumer";"United States";"Round Rock";"Texas";78664;"Central";"Fasteners";"OFF-FA-10001332";0;0;1;3;1;0;0;7;8;5;0;0.0;0
5201;"2023-02-02 00:00:00";"Standard Class";"Consumer";"United States";"Round Rock";"Texas";78664;"Central";"Phones";"TEC-PH-10000895";370;430;3;2;0;1;1290;2;2;3;0;7.1631723908466425;60
5202;"2023-11-06 00:00:00";"Standard Class";"Consumer";"United States";"Round Rock";"Texas";78664;"Central";"Accessories";"TEC-AC-10002857";30;40;7;5;0;1;280;11;6;0;0;5.638354669333745;10
5203;"2023-01-23 00:00:00";"Standard Class";"Consumer";"United States";"Oakland";"California";94601;"West";"Furnishings";"FUR-FU-10004018";100;100;7;4;0;0;700;1;23;0;0;6.55250788703459;0
5204;"2022-09-05 00:00:00";"Standard Class";"Consumer";"United States";"Oakland";"California";94601;"West";"Storage";"OFF-ST-10003638";60;70;3;4;1;0;210;9;5;0;0;5.351858133476067;10
5205;"2022-07-22 00:00:00";"Standard Class";"Consumer";"United States";"Auburn";"New York";13021;"East";"Art";"OFF-AR-10004685";10;10;2;3;1;0;20;7;22;4;0;3.044522437723423;0
5206;"2023-05-19 00:00:00";"Standard Class";"Consumer";"United States";"Auburn";"New York";13021;"East";"Storage";"OFF-ST-10001713";100;110;2;3;1;0;220;5;19;4;0;5.3981627015177525;10
5207;"2023-07-26 00:00:00";"Standard Class";"Consumer";"United States";"Auburn";"New York";13021;"East";"Fasteners";"OFF-FA-10000490";0;0;1;4;1;0;0;7;26;2;0;0.0;0
5208;"2022-03-31 00:00:00";"Standard Class";"Consumer";"United States";"Auburn";"New York";13021;"East";"Labels";"OFF-LA-10002043";20;20;2;4;1;0;40;3;31;3;0;3.713572066704308;0
5209;"2022-07-21 00:00:00";"Standard Class";"Consumer";"United States";"Auburn";"New York";13021;"East";"Paper";"OFF-PA-10002464";30;30;5;3;1;0;150;7;21;3;0;5.017279836814924;0
5210;"2022-10-29 00:00:00";"Standard Class";"Consumer";"United States";"Auburn";"New York";13021;"East";"Envelopes";"OFF-EN-10002504";30;30;1;2;1;0;30;10;29;5;0;3.4339872044851463;0
5211;"2022-04-13 00:00:00";"Standard Class";"Corporate";"United States";"Newark";"Delaware";19711;"East";"Storage";"OFF-ST-10002615";440;470;3;3;1;0;1410;4;13;2;0;7.252053951852814;30
5212;"2022-10-07 00:00:00";"Second Class";"Consumer";"United States";"New York City";"New York";10024;"East";"Storage";"OFF-ST-10004258";40;40;3;2;1;0;120;10;7;4;0;4.795790545596741;0
5213;"2022-02-03 00:00:00";"Same Day";"Consumer";"United States";"Redlands";"California";92374;"West";"Storage";"OFF-ST-10004507";50;50;3;5;1;0;150;2;3;3;0;5.017279836814924;0
5214;"2022-06-12 00:00:00";"Same Day";"Consumer";"United States";"Redlands";"California";92374;"West";"Labels";"OFF-LA-10000262";10;10;3;2;1;0;30;6;12;6;0;3.4339872044851463;0
5215;"2023-07-30 00:00:00";"Same Day";"Consumer";"United States";"Redlands";"California";92374;"West";"Art";"OFF-AR-10002445";30;40;5;2;1;0;200;7;30;6;0;5.303304908059076;10
5216;"2023-03-24 00:00:00";"Same Day";"Consumer";"United States";"Redlands";"California";92374;"West";"Paper";"OFF-PA-10001667";20;30;5;2;1;0;150;3;24;4;0;5.017279836814924;10
5217;"2022-10-05 00:00:00";"Standard Class";"Consumer";"United States";"Roseville";"Michigan";48066;"Central";"Envelopes";"OFF-EN-10000461";20;20;2;3;1;0;40;10;5;2;0;3.713572066704308;0
5218;"2023-07-13 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90049;"West";"Paper";"OFF-PA-10002254";70;80;3;3;1;0;240;7;13;3;0;5.484796933490655;10
5219;"2022-11-18 00:00:00";"Standard Class";"Corporate";"United States";"New York City";"New York";10011;"East";"Art";"OFF-AR-10001868";10;10;5;3;1;0;50;11;18;4;0;3.9318256327243257;0
5220;"2023-06-30 00:00:00";"Same Day";"Consumer";"United States";"Detroit";"Michigan";48205;"Central";"Chairs";"FUR-CH-10004875";430;500;7;2;0;0;3500;6;30;4;0;8.160803920954665;70
5221;"2023-07-31 00:00:00";"Standard Class";"Home Office";"United States";"Detroit";"Michigan";48234;"Central";"Bookcases";"FUR-BO-10000711";200;210;3;3;0;0;630;7;31;0;0;6.447305862541213;10
5222;"2023-03-28 00:00:00";"Second Class";"Home Office";"United States";"Springfield";"Missouri";65807;"Central";"Appliances";"OFF-AP-10000938";640;710;7;3;1;0;4970;3;28;1;0;8.511376306094673;70
5223;"2023-05-14 00:00:00";"Second Class";"Home Office";"United States";"Springfield";"Missouri";65807;"Central";"Phones";"TEC-PH-10003555";100;110;5;5;0;1;550;5;14;6;0;6.311734809152915;10
5224;"2022-07-15 00:00:00";"Second Class";"Home Office";"United States";"Springfield";"Missouri";65807;"Central";"Binders";"OFF-BI-10001267";40;40;7;5;1;0;280;7;15;4;0;5.638354669333745;0
5225;"2023-04-12 00:00:00";"Second Class";"Consumer";"United States";"Los Angeles";"California";90036;"West";"Paper";"OFF-PA-10004071";140;170;3;3;1;0;510;4;12;2;0;6.236369590203704;30
5226;"2022-03-29 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Binders";"OFF-BI-10001553";30;40;5;3;1;0;200;3;29;1;0;5.303304908059076;10
5227;"2022-03-22 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Binders";"OFF-BI-10003007";160;190;6;5;1;0;1140;3;22;1;0;7.039660349862076;30
5228;"2023-05-27 00:00:00";"Standard Class";"Consumer";"United States";"New York City";"New York";10011;"East";"Bookcases";"FUR-BO-10003272";330;350;2;3;0;0;700;5;27;5;0;6.55250788703459;20
5229;"2022-12-20 00:00:00";"Standard Class";"Home Office";"United States";"San Francisco";"California";94109;"West";"Paper";"OFF-PA-10001033";60;80;2;2;1;0;160;12;20;1;0;5.081404364984463;20
5230;"2022-10-03 00:00:00";"Second Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Binders";"OFF-BI-10001553";10;10;2;2;1;0;20;10;3;0;0;3.044522437723423;0
5231;"2022-04-03 00:00:00";"Second Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Tables";"FUR-TA-10001095";570;700;5;4;0;0;3500;4;3;6;0;8.160803920954665;130
5232;"2023-10-07 00:00:00";"Second Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Furnishings";"FUR-FU-10001185";30;30;1;4;0;0;30;10;7;5;0;3.4339872044851463;0
5233;"2023-05-04 00:00:00";"Second Class";"Consumer";"United States";"Fresno";"California";93727;"West";"Binders";"OFF-BI-10000343";30;30;7;5;1;0;210;5;4;3;0;5.351858133476067;0
5234;"2023-06-09 00:00:00";"Standard Class";"Corporate";"United States";"Texarkana";"Arkansas";71854;"South";"Chairs";"FUR-CH-10004626";530;610;6;3;0;0;3660;6;9;4;0;8.205491613120236;80
5235;"2023-06-22 00:00:00";"First Class";"Consumer";"United States";"San Francisco";"California";94110;"West";"Tables";"FUR-TA-10001768";200;210;1;5;0;0;210;6;22;3;0;5.351858133476067;10
5236;"2023-02-08 00:00:00";"First Class";"Corporate";"United States";"Indianapolis";"Indiana";46203;"Central";"Appliances";"OFF-AP-10001947";40;50;3;4;1;0;150;2;8;2;0;5.017279836814924;10
5237;"2022-02-09 00:00:00";"Standard Class";"Consumer";"United States";"Columbia";"Maryland";21044;"East";"Furnishings";"FUR-FU-10004952";130;160;3;4;0;0;480;2;9;2;0;6.175867270105761;30
5238;"2023-03-09 00:00:00";"Standard Class";"Consumer";"United States";"Columbia";"Maryland";21044;"East";"Bookcases";"FUR-BO-10001337";310;360;3;2;0;0;1080;3;9;3;0;6.985641817639208;50
5239;"2022-02-25 00:00:00";"Standard Class";"Consumer";"United States";"Columbia";"Maryland";21044;"East";"Accessories";"TEC-AC-10003628";50;60;2;5;0;1;120;2;25;4;0;4.795790545596741;10
5240;"2022-12-11 00:00:00";"Standard Class";"Consumer";"United States";"San Jose";"California";95123;"West";"Storage";"OFF-ST-10004186";270;330;3;2;1;0;990;12;11;6;0;6.898714534329988;60
5241;"2022-12-05 00:00:00";"Standard Class";"Consumer";"United States";"San Jose";"California";95123;"West";"Binders";"OFF-BI-10001658";40;40;2;3;1;0;80;12;5;0;0;4.394449154672439;0
5242;"2023-12-14 00:00:00";"Second Class";"Corporate";"United States";"Seattle";"Washington";98115;"West";"Supplies";"OFF-SU-10004737";10;10;2;5;1;0;20;12;14;3;0;3.044522437723423;0
5243;"2022-10-01 00:00:00";"Standard Class";"Corporate";"United States";"Carrollton";"Texas";75007;"Central";"Binders";"OFF-BI-10002827";0;0;3;2;1;0;0;10;1;5;0;0.0;0
5244;"2023-02-11 00:00:00";"First Class";"Home Office";"United States";"Arlington";"Virginia";22204;"South";"Binders";"OFF-BI-10003694";10;10;1;3;1;0;10;2;11;5;0;2.3978952727983707;0
5245;"2022-02-15 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Tables";"FUR-TA-10001691";130;140;2;4;0;0;280;2;15;1;0;5.638354669333745;10
5246;"2022-03-15 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Phones";"TEC-PH-10001918";300;330;3;5;0;1;990;3;15;1;0;6.898714534329988;30
5247;"2023-03-14 00:00:00";"Second Class";"Corporate";"United States";"Los Angeles";"California";90032;"West";"Binders";"OFF-BI-10000285";10;10;2;4;1;0;20;3;14;1;0;3.044522437723423;0
5248;"2023-08-28 00:00:00";"Standard Class";"Consumer";"United States";"Frankfort";"Illinois";60423;"Central";"Appliances";"OFF-AP-10000358";20;20;8;2;1;0;160;8;28;0;0;5.081404364984463;0
5249;"2022-08-26 00:00:00";"Second Class";"Consumer";"United States";"Seattle";"Washington";98105;"West";"Accessories";"TEC-AC-10002345";30;40;3;3;0;1;120;8;26;4;0;4.795790545596741;10
5250;"2023-04-21 00:00:00";"Standard Class";"Corporate";"United States";"Philadelphia";"Pennsylvania";19143;"East";"Fasteners";"OFF-FA-10001229";10;10;4;4;1;0;40;4;21;4;0;3.713572066704308;0
5251;"2023-10-30 00:00:00";"Standard Class";"Consumer";"United States";"Columbus";"Georgia";31907;"South";"Accessories";"TEC-AC-10001314";220;250;5;2;0;1;1250;10;30;0;0;7.1316985104669115;30
5252;"2023-11-25 00:00:00";"Standard Class";"Consumer";"United States";"Columbus";"Georgia";31907;"South";"Paper";"OFF-PA-10004438";40;50;4;2;1;0;200;11;25;5;0;5.303304908059076;10
5253;"2022-03-17 00:00:00";"First Class";"Consumer";"United States";"Virginia Beach";"Virginia";23464;"South";"Appliances";"OFF-AP-10000026";150;180;3;5;1;0;540;3;17;3;0;6.293419278846481;30
5254;"2022-10-08 00:00:00";"Second Class";"Home Office";"United States";"Des Moines";"Washington";98198;"West";"Binders";"OFF-BI-10004224";90;110;2;2;1;0;220;10;8;5;0;5.3981627015177525;20
5255;"2023-08-28 00:00:00";"Second Class";"Corporate";"United States";"Bethlehem";"Pennsylvania";18018;"East";"Chairs";"FUR-CH-10002647";90;100;2;2;0;0;200;8;28;0;0;5.303304908059076;10
5256;"2022-07-10 00:00:00";"Second Class";"Corporate";"United States";"Bethlehem";"Pennsylvania";18018;"East";"Furnishings";"FUR-FU-10003247";30;30;2;3;0;0;60;7;10;6;0;4.110873864173311;0
5257;"2023-11-02 00:00:00";"Standard Class";"Consumer";"United States";"Oklahoma City";"Oklahoma";73120;"Central";"Paper";"OFF-PA-10003270";10;10;2;5;1;0;20;11;2;3;0;3.044522437723423;0
5258;"2022-03-08 00:00:00";"Standard Class";"Consumer";"United States";"Rancho Cucamonga";"California";91730;"West";"Paper";"OFF-PA-10004735";30;40;6;3;1;0;240;3;8;1;0;5.484796933490655;10
5259;"2022-01-10 00:00:00";"First Class";"Consumer";"United States";"Los Angeles";"California";90032;"West";"Paper";"OFF-PA-10001745";30;40;5;4;1;0;200;1;10;0;0;5.303304908059076;10
5260;"2022-05-25 00:00:00";"Standard Class";"Home Office";"United States";"Philadelphia";"Pennsylvania";19120;"East";"Paper";"OFF-PA-10000176";50;50;3;3;1;0;150;5;25;2;0;5.017279836814924;0
5261;"2022-07-30 00:00:00";"First Class";"Home Office";"United States";"Houston";"Texas";77036;"Central";"Phones";"TEC-PH-10000675";170;200;3;3;0;1;600;7;30;5;0;6.398594934535208;30
5262;"2022-05-01 00:00:00";"First Class";"Home Office";"United States";"Houston";"Texas";77036;"Central";"Binders";"OFF-BI-10000050";0;0;2;5;1;0;0;5;1;6;0;0.0;0
5263;"2022-03-24 00:00:00";"First Class";"Home Office";"United States";"Houston";"Texas";77036;"Central";"Tables";"FUR-TA-10004154";170;200;1;4;0;0;200;3;24;3;0;5.303304908059076;30
5264;"2023-07-14 00:00:00";"First Class";"Home Office";"United States";"Houston";"Texas";77036;"Central";"Accessories";"TEC-AC-10002718";40;50;4;2;0;1;200;7;14;4;0;5.303304908059076;10
5265;"2022-03-15 00:00:00";"First Class";"Home Office";"United States";"Houston";"Texas";77036;"Central";"Art";"OFF-AR-10003179";20;20;3;2;1;0;60;3;15;1;0;4.110873864173311;0
5266;"2023-09-23 00:00:00";"First Class";"Corporate";"United States";"Seattle";"Washington";98103;"West";"Paper";"OFF-PA-10001838";10;10;2;3;1;0;20;9;23;5;0;3.044522437723423;0
5267;"2023-09-30 00:00:00";"First Class";"Corporate";"United States";"Seattle";"Washington";98103;"West";"Paper";"OFF-PA-10004039";150;170;3;3;1;0;510;9;30;5;0;6.236369590203704;20
5268;"2022-07-17 00:00:00";"First Class";"Corporate";"United States";"Seattle";"Washington";98103;"West";"Appliances";"OFF-AP-10001626";0;0;1;5;1;0;0;7;17;6;0;0.0;0
5269;"2022-07-13 00:00:00";"Standard Class";"Home Office";"United States";"Yonkers";"New York";10701;"East";"Machines";"TEC-MA-10003173";40;50;4;3;0;1;200;7;13;2;0;5.303304908059076;10
5270;"2022-01-18 00:00:00";"Same Day";"Consumer";"United States";"San Francisco";"California";94110;"West";"Furnishings";"FUR-FU-10000260";30;30;4;5;0;0;120;1;18;1;0;4.795790545596741;0
5271;"2023-11-24 00:00:00";"Same Day";"Consumer";"United States";"San Francisco";"California";94110;"West";"Appliances";"OFF-AP-10004487";360;410;5;4;1;0;2050;11;24;4;0;7.62608275807238;50
5272;"2022-10-11 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90008;"West";"Furnishings";"FUR-FU-10001487";30;30;4;3;0;0;120;10;11;1;0;4.795790545596741;0
5273;"2022-03-20 00:00:00";"Same Day";"Corporate";"United States";"Los Angeles";"California";90008;"West";"Tables";"FUR-TA-10001520";370;400;7;3;0;0;2800;3;20;6;0;7.937731775260109;30
5274;"2023-06-09 00:00:00";"First Class";"Home Office";"United States";"Miami";"Florida";33142;"South";"Binders";"OFF-BI-10000145";0;0;4;2;1;0;0;6;9;4;0;0.0;0
5275;"2023-09-12 00:00:00";"Second Class";"Consumer";"United States";"Burlington";"Vermont";5408;"East";"Chairs";"FUR-CH-10000595";670;720;3;4;0;0;2160;9;12;1;0;7.6783263565068856;50
5276;"2022-11-03 00:00:00";"Standard Class";"Corporate";"United States";"Fayetteville";"Arkansas";72701;"South";"Accessories";"TEC-AC-10004469";150;160;4;2;0;1;640;11;3;3;0;6.46302945692067;10
5277;"2023-11-02 00:00:00";"Standard Class";"Corporate";"United States";"Fayetteville";"Arkansas";72701;"South";"Accessories";"TEC-AC-10003038";30;40;5;5;0;1;200;11;2;3;0;5.303304908059076;10
5278;"2023-10-22 00:00:00";"Standard Class";"Home Office";"United States";"Odessa";"Texas";79762;"Central";"Chairs";"FUR-CH-10004698";310;340;6;4;0;0;2040;10;22;6;0;7.621195162809845;30
5279;"2022-04-06 00:00:00";"Standard Class";"Consumer";"United States";"Virginia Beach";"Virginia";23464;"South";"Paper";"OFF-PA-10003641";90;110;4;3;1;0;440;4;6;2;0;6.089044875446846;20
5280;"2023-02-13 00:00:00";"Standard Class";"Consumer";"United States";"Milwaukee";"Wisconsin";53209;"Central";"Accessories";"TEC-AC-10002134";10;10;1;3;0;1;10;2;13;0;0;2.3978952727983707;0
5281;"2023-11-04 00:00:00";"Standard Class";"Consumer";"United States";"Detroit";"Michigan";48234;"Central";"Storage";"OFF-ST-10001837";80;90;2;3;1;0;180;11;4;5;0;5.198497031265826;10
5282;"2023-05-02 00:00:00";"Standard Class";"Corporate";"United States";"Rochester";"Minnesota";55901;"Central";"Furnishings";"FUR-FU-10001706";10;10;2;4;0;0;20;5;2;1;0;3.044522437723423;0
5283;"2022-06-23 00:00:00";"Standard Class";"Corporate";"United States";"Rochester";"Minnesota";55901;"Central";"Paper";"OFF-PA-10001970";40;40;3;3;1;0;120;6;23;3;0;4.795790545596741;0
5284;"2023-08-27 00:00:00";"Standard Class";"Corporate";"United States";"Seattle";"Washington";98105;"West";"Storage";"OFF-ST-10002957";20;20;3;5;1;0;60;8;27;6;0;4.110873864173311;0
5285;"2023-11-26 00:00:00";"Standard Class";"Corporate";"United States";"Seattle";"Washington";98105;"West";"Labels";"OFF-LA-10002312";40;40;3;3;1;0;120;11;26;6;0;4.795790545596741;0
5286;"2022-02-02 00:00:00";"First Class";"Consumer";"United States";"Louisville";"Colorado";80027;"West";"Envelopes";"OFF-EN-10002600";20;20;9;2;1;0;180;2;2;2;0;5.198497031265826;0
5287;"2023-05-25 00:00:00";"First Class";"Consumer";"United States";"Louisville";"Colorado";80027;"West";"Binders";"OFF-BI-10003274";10;10;8;5;1;0;80;5;25;3;0;4.394449154672439;0
5288;"2022-05-29 00:00:00";"First Class";"Consumer";"United States";"Louisville";"Colorado";80027;"West";"Bookcases";"FUR-BO-10004467";80;90;3;2;0;0;270;5;29;6;0;5.602118820879701;10
5289;"2022-12-05 00:00:00";"Standard Class";"Home Office";"United States";"San Francisco";"California";94122;"West";"Paper";"OFF-PA-10000675";150;160;4;3;1;0;640;12;5;0;0;6.46302945692067;10
5290;"2023-07-23 00:00:00";"Standard Class";"Consumer";"United States";"Houston";"Texas";77036;"Central";"Paper";"OFF-PA-10002259";20;20;2;4;1;0;40;7;23;6;0;3.713572066704308;0
5291;"2022-12-22 00:00:00";"Standard Class";"Consumer";"United States";"Houston";"Texas";77036;"Central";"Chairs";"FUR-CH-10004287";830;970;5;5;0;0;4850;12;22;3;0;8.486940148245216;140
5292;"2022-09-01 00:00:00";"Standard Class";"Consumer";"United States";"Houston";"Texas";77036;"Central";"Paper";"OFF-PA-10000482";170;180;6;2;1;0;1080;9;1;3;0;6.985641817639208;10
5293;"2022-09-05 00:00:00";"First Class";"Consumer";"United States";"Miami";"Florida";33180;"South";"Storage";"OFF-ST-10004835";0;0;1;3;1;0;0;9;5;0;0;0.0;0
5294;"2023-05-13 00:00:00";"Standard Class";"Consumer";"United States";"Medina";"Ohio";44256;"East";"Tables";"FUR-TA-10004086";40;50;1;4;0;0;50;5;13;5;0;3.9318256327243257;10
5295;"2023-01-10 00:00:00";"Standard Class";"Corporate";"United States";"Roseville";"Minnesota";55113;"Central";"Labels";"OFF-LA-10000305";50;50;8;2;1;0;400;1;10;1;0;5.993961427306569;0
5296;"2023-07-27 00:00:00";"Standard Class";"Consumer";"United States";"Houston";"Texas";77041;"Central";"Paper";"OFF-PA-10000806";70;90;2;3;1;0;180;7;27;3;0;5.198497031265826;20
5297;"2023-09-02 00:00:00";"Standard Class";"Consumer";"United States";"Yonkers";"New York";10701;"East";"Furnishings";"FUR-FU-10004018";10;10;1;4;0;0;10;9;2;5;0;2.3978952727983707;0
5298;"2022-05-10 00:00:00";"Standard Class";"Consumer";"United States";"Yonkers";"New York";10701;"East";"Phones";"TEC-PH-10002660";460;540;8;2;0;1;4320;5;10;1;0;8.371242135931933;80
5299;"2023-11-25 00:00:00";"First Class";"Corporate";"United States";"San Diego";"California";92037;"West";"Envelopes";"OFF-EN-10001509";0;0;2;3;1;0;0;11;25;5;0;0.0;0
5300;"2022-07-02 00:00:00";"First Class";"Corporate";"United States";"San Diego";"California";92037;"West";"Labels";"OFF-LA-10003148";20;20;3;3;1;0;60;7;2;5;0;4.110873864173311;0
5301;"2022-03-30 00:00:00";"Standard Class";"Corporate";"United States";"Springfield";"Virginia";22153;"South";"Tables";"FUR-TA-10002645";2030;2280;10;2;0;0;22800;3;30;2;0;10.034559673629849;250
5302;"2023-07-26 00:00:00";"Standard Class";"Corporate";"United States";"Springfield";"Virginia";22153;"South";"Accessories";"TEC-AC-10003033";1620;1980;6;2;0;1;11880;7;26;2;0;9.382695764458287;360
5303;"2023-09-02 00:00:00";"Standard Class";"Corporate";"United States";"Springfield";"Virginia";22153;"South";"Labels";"OFF-LA-10001297";50;60;6;5;1;0;360;9;2;5;0;5.8888779583328805;10
5304;"2023-06-29 00:00:00";"Standard Class";"Consumer";"United States";"Decatur";"Illinois";62521;"Central";"Chairs";"FUR-CH-10002017";30;40;2;3;0;0;80;6;29;3;0;4.394449154672439;10
5305;"2023-12-24 00:00:00";"First Class";"Home Office";"United States";"Garland";"Texas";75043;"Central";"Furnishings";"FUR-FU-10001546";10;10;2;2;0;0;20;12;24;6;0;3.044522437723423;0
5306;"2023-10-16 00:00:00";"Standard Class";"Corporate";"United States";"Oceanside";"New York";11572;"East";"Furnishings";"FUR-FU-10000629";60;70;5;3;0;0;350;10;16;0;0;5.860786223465865;10
5307;"2023-02-16 00:00:00";"Standard Class";"Corporate";"United States";"Oceanside";"New York";11572;"East";"Storage";"OFF-ST-10000036";270;300;3;3;1;0;900;2;16;3;0;6.803505257608338;30
5308;"2022-03-18 00:00:00";"Standard Class";"Corporate";"United States";"Oceanside";"New York";11572;"East";"Phones";"TEC-PH-10002583";30;40;2;2;0;1;80;3;18;4;0;4.394449154672439;10
5309;"2023-02-09 00:00:00";"First Class";"Consumer";"United States";"Houston";"Texas";77095;"Central";"Chairs";"FUR-CH-10003774";160;190;3;4;0;0;570;2;9;3;0;6.3473892096560105;30
5310;"2022-03-13 00:00:00";"First Class";"Consumer";"United States";"Houston";"Texas";77095;"Central";"Art";"OFF-AR-10003876";10;10;5;3;1;0;50;3;13;6;0;3.9318256327243257;0
5311;"2023-06-16 00:00:00";"First Class";"Consumer";"United States";"Houston";"Texas";77095;"Central";"Binders";"OFF-BI-10003527";1420;1530;6;4;1;0;9180;6;16;4;0;9.1248914101437;110
5312;"2023-09-23 00:00:00";"Standard Class";"Home Office";"United States";"Greenville";"North Carolina";27834;"South";"Labels";"OFF-LA-10004559";10;10;4;4;1;0;40;9;23;5;0;3.713572066704308;0
5313;"2023-08-15 00:00:00";"Standard Class";"Home Office";"United States";"Greenville";"North Carolina";27834;"South";"Supplies";"OFF-SU-10002573";30;30;2;5;1;0;60;8;15;1;0;4.110873864173311;0
